@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27}

@data
7449,'2016/10/07 15:16:52:401',336,238.01442,309.157288,39.895458,315.804016,277.394775,64.328224,406.26355,291.849182,67.780502,465.668762,308.735016,64.256241,524.35083,320.585876,56.331535,17
7450,'2016/10/07 15:16:52:452',336,237.574814,309.109344,39.872391,314.566833,277.191833,64.266655,405.414764,291.660522,67.75,464.569946,308.842346,64.193306,523.227539,320.611572,56.279625,17
7451,'2016/10/07 15:16:52:502',336,237.166962,309.115845,39.854401,313.731598,277.068542,64.226257,404.753357,291.53595,67.741905,463.927002,308.864105,64.172401,522.616211,320.609985,56.271011,17
7475,'2016/10/07 15:17:00:612',338,335.373047,309.542664,48.251324,332.379944,324.102051,53.651615,370.450378,324.944702,45.286583,405.395782,324.205322,43.413986,436.125824,314.055603,43.093628,17
7476,'2016/10/07 15:17:00:662',338,334.628082,308.809387,48.109322,332.146729,323.93042,53.481411,370.257813,324.839233,45.187176,405.350525,324.112305,43.43615,436.268494,313.977386,43.0485,17
7477,'2016/10/07 15:17:00:726',338,333.950867,308.234619,47.944149,331.661316,324.073425,53.308327,370.402222,324.957733,45.234161,405.82254,324.274414,43.486019,436.935852,314.12384,43.05685,17
7478,'2016/10/07 15:17:00:780',338,334.348816,307.904938,47.885567,332.1091,323.975922,53.295895,370.968536,324.913788,45.208298,406.452911,324.24472,43.450642,437.656464,314.133636,42.991737,17
7479,'2016/10/07 15:17:00:839',338,334.800781,307.633057,47.723095,332.364197,323.712799,53.143295,371.400665,324.695648,45.148952,407.010223,324.10376,43.382092,438.355286,314.056671,42.909954,17
7480,'2016/10/07 15:17:00:906',338,334.955688,307.640259,47.677414,332.425415,323.674561,53.106506,371.391846,324.680206,45.2085,407.08139,324.134888,43.391716,438.614777,314.127808,42.932068,17
7481,'2016/10/07 15:17:00:960',338,335.088318,307.701599,47.667824,332.422516,323.772522,53.102448,371.44397,324.791382,45.23214,407.164246,324.292877,43.436577,438.740997,314.268127,42.941288,17
7482,'2016/10/07 15:17:01:012',338,335.22522,307.83728,47.689079,332.559631,324.029297,53.113991,371.45047,325.018768,45.291691,407.187927,324.53241,43.45639,438.804382,314.504547,42.947922,17
7483,'2016/10/07 15:17:01:073',338,336.088654,308.055298,47.688488,333.782928,324.36084,53.128136,372.494781,325.387451,45.310631,408.252838,324.936493,43.544769,439.861694,314.897034,42.909035,17
7484,'2016/10/07 15:17:01:127',338,336.477692,308.126465,47.670979,334.379089,324.475464,53.122524,372.979248,325.50885,45.410023,408.825378,325.091583,43.54266,440.646637,315.081085,42.940811,17
7485,'2016/10/07 15:17:01:175',338,336.737213,307.944824,47.610065,334.779083,324.387482,53.090347,373.395508,325.364502,45.580959,409.529053,325.042938,43.669312,441.492798,315.110168,42.947891,17
7486,'2016/10/07 15:17:01:240',338,337.067139,307.466614,47.584068,335.206848,324.073456,53.086174,373.851471,325.007813,45.576942,409.984375,324.731964,43.602734,442.195221,314.833679,42.950813,17
7487,'2016/10/07 15:17:01:293',338,336.571503,306.645538,47.647957,335.135162,323.601257,53.133934,373.579071,324.57666,45.590385,409.669128,324.361389,43.60635,442.26886,314.578461,43.030312,17
7488,'2016/10/07 15:17:01:347',338,336.241638,306.225586,47.682224,335.050873,323.302277,53.188698,373.438843,324.30188,45.655182,409.561981,324.13678,43.6329,442.520538,314.407379,43.126987,17
7489,'2016/10/07 15:17:01:394',338,335.9823,305.934479,47.807766,334.943634,323.223297,53.318939,373.447388,324.142242,45.787193,409.620453,323.953827,43.752346,442.734833,314.218658,43.285908,17
7490,'2016/10/07 15:17:01:443',338,336.496887,306.231812,48.153782,335.334717,323.309448,53.703896,373.697083,324.246643,46.116936,409.805084,324.018982,44.061932,442.839966,314.257507,43.571026,17
7491,'2016/10/07 15:17:01:494',338,337.11264,306.549896,48.278721,335.53299,323.242584,53.867844,373.960907,324.246185,46.258045,410.03714,324.02652,44.175846,443.025421,314.238983,43.693134,17
7492,'2016/10/07 15:17:01:544',338,337.341705,306.53656,48.319386,335.691833,323.053497,53.940441,374.205414,324.154083,46.288563,410.255219,323.920166,44.209053,443.156799,314.103333,43.716263,17
7493,'2016/10/07 15:17:01:591',338,337.47522,306.581421,48.336727,335.792389,322.883911,53.997974,374.392029,324.035645,46.31649,410.436157,323.772644,44.238628,443.244934,313.931488,43.724628,17
7494,'2016/10/07 15:17:01:644',338,337.39682,306.411499,48.345982,335.515961,322.54834,54.055141,374.367279,323.78363,46.332382,410.379242,323.510437,44.217476,443.194458,313.617188,43.751564,17
7495,'2016/10/07 15:17:01:694',338,337.291138,306.05365,48.38163,335.32431,321.984436,54.130802,374.530884,323.312408,46.34301,410.480103,322.968262,44.202274,443.131073,312.966736,43.798092,17
7496,'2016/10/07 15:17:01:747',338,337.290741,305.868469,48.403435,335.321899,321.607666,54.179615,374.529297,323.016663,46.322159,410.389404,322.659698,44.177322,443.020172,312.653717,43.802094,17
7497,'2016/10/07 15:17:01:806',338,337.142456,305.70932,48.383362,335.340332,321.16925,54.193081,374.476044,322.66864,46.307343,410.313751,322.334167,44.184319,442.951599,312.352234,43.781197,17
7498,'2016/10/07 15:17:01:861',338,337.152374,305.595093,48.352562,335.349365,320.814636,54.202721,374.499573,322.419128,46.309681,410.352509,322.110138,44.198376,443.024353,312.137268,43.769093,17
7499,'2016/10/07 15:17:01:911',338,337.143494,305.656311,48.326637,335.332581,320.573151,54.228046,374.555481,322.274231,46.309002,410.396973,321.979553,44.203789,443.081055,312.011658,43.762718,17
7500,'2016/10/07 15:17:01:961',338,337.092285,305.766052,48.332378,335.177887,320.506226,54.249874,374.522644,322.228271,46.332138,410.363007,321.939758,44.22554,443.059021,311.970764,43.79044,17
7501,'2016/10/07 15:17:02:009',338,337.223633,306.226135,48.462975,335.394897,320.91626,54.360653,374.348114,322.560059,46.368961,410.061371,322.28833,44.27132,442.870697,312.417542,43.828144,17
7502,'2016/10/07 15:17:02:079',338,336.722168,306.967163,48.663181,334.385376,321.612488,54.508537,373.492096,323.032074,46.466789,409.144592,322.701263,44.377094,441.795929,312.826355,43.962879,17
7503,'2016/10/07 15:17:02:126',338,336.258179,307.244629,48.851292,333.732758,321.961792,54.585255,372.963959,323.114563,46.513783,408.489044,322.586304,44.430519,440.707153,312.556427,44.069225,17
7504,'2016/10/07 15:17:02:179',338,335.926605,307.277405,48.949425,333.411469,322.166351,54.567936,372.572784,323.14447,46.44976,407.950562,322.54718,44.417717,439.90741,312.460571,44.076321,17
7505,'2016/10/07 15:17:02:229',338,335.852875,307.295319,49.012913,333.209747,322.229614,54.585442,372.339844,323.179504,46.385178,407.570496,322.564575,44.358475,439.310211,312.457306,44.053497,17
7506,'2016/10/07 15:17:02:293',338,335.820007,307.492126,49.12405,332.80191,322.372559,54.593327,371.672119,323.264282,46.348598,406.751068,322.695068,44.325291,438.424286,312.662384,44.083557,17
7507,'2016/10/07 15:17:02:344',338,335.919556,307.716187,49.18433,332.792175,322.497375,54.570953,371.378265,323.315247,46.309048,406.346771,322.789917,44.321014,438.02832,312.795685,44.104507,17
7508,'2016/10/07 15:17:02:392',338,335.973877,307.92395,49.232586,332.742859,322.556458,54.542671,371.052063,323.365967,46.322002,405.935669,322.899475,44.300377,437.488403,312.9151,44.084476,17
7509,'2016/10/07 15:17:02:442',338,335.923889,307.95166,49.251331,332.66571,322.616516,54.508228,370.89505,323.396027,46.239681,405.625916,322.92395,44.16069,437.069397,312.94342,44.039188,17
7510,'2016/10/07 15:17:02:495',338,335.907318,307.972595,49.265285,332.750916,322.691956,54.463852,370.817871,323.393402,46.202106,405.490967,322.926208,44.138767,436.877594,312.948059,44.019779,17
7511,'2016/10/07 15:17:02:544',338,335.791504,307.901855,49.289772,332.769928,322.721161,54.416649,370.678802,323.33905,46.16687,405.269073,322.877991,44.105015,436.565308,312.902069,43.992691,17
7512,'2016/10/07 15:17:02:594',338,335.757233,307.879333,49.285728,332.738281,322.571167,54.407173,370.650299,323.231445,46.16185,405.226776,322.806396,44.116676,436.508881,312.845093,43.991371,17
7513,'2016/10/07 15:17:02:657',338,335.788605,308.262115,49.249092,332.63858,322.51886,54.38427,370.567627,323.170288,46.159222,405.139587,322.765442,44.120556,436.328613,312.793732,43.96608,17
7514,'2016/10/07 15:17:02:710',338,335.677307,308.502747,49.214859,332.529663,322.434631,54.351982,370.452026,323.091827,46.149944,405.031036,322.689087,44.122452,436.218384,312.729736,43.961502,17
7515,'2016/10/07 15:17:02:760',338,335.637512,308.933838,49.186726,332.545532,322.473267,54.281731,370.34845,323.018372,46.133968,404.888489,322.628876,44.121132,436.086792,312.690155,43.962521,17
7516,'2016/10/07 15:17:02:811',338,335.503754,308.915039,49.207214,332.460297,322.470917,54.252495,370.15683,322.988464,46.111679,404.633545,322.648743,44.126781,435.903442,312.763611,43.974354,17
7517,'2016/10/07 15:17:02:866',338,335.246429,308.938843,49.222446,332.186462,322.451599,54.239365,369.835052,322.9599,46.083462,404.242432,322.663422,44.113197,435.597656,312.842651,43.982227,17
7518,'2016/10/07 15:17:02:926',338,334.924591,309.169006,49.270294,331.719604,322.307068,54.252365,369.188141,322.884155,46.100834,403.492218,322.666626,44.122395,434.934509,312.927338,44.014469,17
7519,'2016/10/07 15:17:03:111',339,334.187439,309.835938,49.358368,330.707794,322.37677,54.129585,367.806671,322.80011,45.974617,401.664642,322.640381,43.914143,432.936218,313.024994,43.934414,17
7520,'2016/10/07 15:17:03:161',339,333.980225,309.960266,49.41473,330.503143,322.307068,54.157436,367.48938,322.721191,45.923336,401.169861,322.565063,43.873676,432.395477,312.979828,43.934032,17
7521,'2016/10/07 15:17:09:969',340,335.69281,316.529724,51.412201,333.305084,330.915649,54.340946,374.151001,319.183777,46.510113,407.776001,314.982635,45.056145,433.345856,304.411926,46.159069,17
7522,'2016/10/07 15:17:10:017',340,335.069,314.527039,51.198498,332.10437,328.585907,54.220211,373.922668,317.901855,46.419147,407.746368,314.108704,45.0298,433.490784,303.466949,46.05056,17
7523,'2016/10/07 15:17:10:081',340,334.449432,314.578491,51.06237,331.119293,328.178467,54.12278,372.931366,317.772186,46.347652,406.79541,314.141235,44.951832,432.815002,303.639587,46.011799,17
7524,'2016/10/07 15:17:10:134',340,333.763367,315.447205,50.869431,329.964264,328.215363,53.988293,371.783478,317.955353,46.238922,405.659912,314.472504,44.869415,431.87381,304.039917,45.930195,17
7525,'2016/10/07 15:17:10:184',340,333.438904,315.80899,50.831242,329.440552,328.124023,53.985928,371.23999,317.986633,46.231117,405.116455,314.575439,44.864933,431.419067,304.200317,45.933872,17
7526,'2016/10/07 15:17:10:232',340,333.22644,316.334229,50.718876,329.211182,328.339111,53.885155,367.632172,322.623138,47.171047,404.609833,315.152283,44.791374,431.141144,304.857544,45.868774,17
7527,'2016/10/07 15:17:10:283',340,333.205902,316.514435,50.686623,329.127106,328.432861,53.85273,368.392761,321.588928,46.931656,404.499786,315.400757,44.812759,431.103302,305.10498,45.903435,17
7528,'2016/10/07 15:17:10:333',340,333.270142,316.570679,50.695896,329.118073,328.388092,53.857071,369.030823,320.706421,46.76775,404.492279,315.523987,44.854828,431.13797,305.242554,45.953827,17
7529,'2016/10/07 15:17:10:384',340,333.396179,316.663208,50.700394,329.229126,328.398346,53.849358,369.351654,320.429535,46.714443,404.572754,315.654999,44.894402,431.23819,305.373169,45.9972,17
7530,'2016/10/07 15:17:10:448',340,333.736542,317.231812,50.736374,329.866943,329.181244,53.859081,370.727997,320.984131,46.750751,405.951996,315.953857,45.045216,431.909271,305.331909,46.135818,17
7531,'2016/10/07 15:17:10:499',340,333.84845,317.233459,50.75079,330.217285,329.378113,53.8591,371.382233,320.840271,46.630135,406.294952,316.143494,45.032391,432.147766,305.485657,46.114098,17
7532,'2016/10/07 15:17:10:549',340,334.074158,317.21817,50.712154,330.540527,329.475739,53.814213,367.603363,326.228485,48.237782,406.667511,316.285828,45.017609,432.53302,305.609619,46.098385,17
7533,'2016/10/07 15:17:10:599',340,334.213409,316.906036,50.74519,330.63623,329.134583,53.860146,370.441589,322.476318,47.328289,406.929199,316.225433,45.09671,432.840881,305.537537,46.152332,17
7534,'2016/10/07 15:17:10:664',340,334.726563,316.192322,50.701553,330.938751,328.641754,53.807217,371.385681,321.30423,47.094929,407.185028,316.138184,45.265541,433.256897,305.166077,46.045689,17
7535,'2016/10/07 15:17:10:715',340,334.763123,315.482178,50.680817,330.634064,328.047882,53.808098,371.54071,320.613281,47.077465,407.212524,315.858734,45.368393,433.415161,304.772095,46.02039,17
7536,'2016/10/07 15:17:10:766',340,335.147583,314.177063,50.720394,330.872589,327.022858,53.879436,372.091461,319.990814,47.158493,407.960358,314.928009,45.427727,434.157867,303.760071,46.046112,17
7537,'2016/10/07 15:17:10:817',340,335.85083,314.104736,50.758358,332.595642,327.9505,53.793758,362.136749,334.410889,53.200176,409.085083,315.315125,45.35276,435.294525,304.187103,46.086369,17
7538,'2016/10/07 15:17:10:867',340,335.908234,312.306946,50.69249,331.96991,326.458923,53.89743,361.702881,334.574066,54.238735,409.478912,314.286652,45.181316,435.82016,303.305115,46.007408,17
7539,'2016/10/07 15:17:10:920',340,338.549652,316.018829,50.494217,335.526581,332.940521,53.444466,367.557343,341.044312,53.465019,411.81839,316.549042,44.603065,437.731018,305.443481,45.639496,17
7540,'2016/10/07 15:17:10:965',340,336.787292,312.906616,50.829227,333.332703,330.434692,53.894642,366.075409,339.047821,54.253948,410.944885,315.20343,44.804451,437.190552,304.188568,45.821262,17
7541,'2016/10/07 15:17:11:016',340,335.822571,310.581238,50.963684,331.888733,328.012085,54.163414,364.966888,336.913605,54.572571,410.365723,314.034058,45.004547,437.034698,303.079346,45.983765,17
7542,'2016/10/07 15:17:11:069',340,335.179626,309.661438,50.991501,330.966766,326.947144,54.241074,364.255157,335.955322,54.748257,409.875366,313.497253,45.105392,436.701813,302.551758,46.080696,17
7543,'2016/10/07 15:17:11:121',340,334.993927,309.469238,50.987034,330.533752,326.803101,54.261757,363.980774,335.882233,54.928185,409.776062,313.401855,45.113518,436.6492,302.478333,46.108021,17
7544,'2016/10/07 15:17:11:170',340,334.874481,309.30896,50.978287,329.985504,326.723145,54.288521,363.809753,335.861328,55.101105,409.747559,313.326447,45.122154,436.668335,302.42334,46.134399,17
7545,'2016/10/07 15:17:11:221',340,334.30127,308.696655,51.12886,329.398987,326.052734,54.465679,363.181702,335.361816,55.247177,409.182678,312.926361,45.225159,436.251678,302.079102,46.215816,17
7546,'2016/10/07 15:17:11:282',340,333.730133,308.367615,51.203224,328.526489,325.40686,54.565357,362.058136,334.798523,55.33287,408.503815,312.56842,45.35751,435.636902,301.726776,46.31992,17
7547,'2016/10/07 15:17:11:349',340,332.9263,307.882446,51.292988,327.720612,324.687286,54.654755,361.087585,334.045105,55.46777,407.842041,312.229004,45.547005,434.949402,301.318939,46.454105,17
7548,'2016/10/07 15:17:11:400',340,332.543427,307.646606,51.304821,327.451447,324.453613,54.61845,360.643433,333.725525,55.508083,407.548462,312.06778,45.598709,434.64624,301.139343,46.491913,17
7549,'2016/10/07 15:17:11:452',340,332.37207,307.366333,51.322132,327.451233,324.261505,54.56184,360.406982,333.472534,55.538975,407.432312,311.876831,45.572803,434.534576,300.992615,46.492821,17
7550,'2016/10/07 15:17:11:503',340,332.644257,307.077423,51.269344,327.766327,323.993744,54.506306,360.523773,333.218262,55.60902,407.926147,311.711487,45.47438,435.042572,300.919525,46.435513,17
7551,'2016/10/07 15:17:11:566',340,332.466461,306.891785,51.254723,327.618347,324.009094,54.472988,360.351501,333.19278,55.641571,408.043732,311.786865,45.536934,435.145905,300.902893,46.421082,17
7552,'2016/10/07 15:17:11:616',340,332.421082,306.863892,51.225044,327.782959,324.081604,54.442772,360.690887,333.258789,55.672932,408.385803,311.815765,45.487083,435.475098,300.945435,46.394073,17
7553,'2016/10/07 15:17:11:667',340,332.265045,306.894592,51.210766,327.755402,324.189026,54.42696,360.922577,333.327087,55.700489,408.619202,311.851135,45.502533,435.622437,300.926331,46.406384,17
7554,'2016/10/07 15:17:11:718',340,332.325409,307.233765,51.218716,327.753174,324.565735,54.43412,361.153107,333.729126,55.698925,408.805603,312.171692,45.501713,435.733704,301.23175,46.404606,17
7555,'2016/10/07 15:17:11:768',340,332.283356,307.625397,51.211063,327.59021,324.992554,54.425655,361.15979,334.132507,55.703411,408.944824,312.525757,45.528931,435.754089,301.530945,46.419468,17
7556,'2016/10/07 15:17:11:817',340,332.268463,307.76413,51.218979,327.390869,325.174683,54.438808,361.157501,334.316406,55.711918,408.980774,312.729614,45.554489,435.771301,301.714844,46.437119,17
7557,'2016/10/07 15:17:11:866',340,332.237854,307.954956,51.232964,327.218658,325.421173,54.445721,361.057953,334.564331,55.707218,408.926331,312.945007,45.583054,435.708466,301.917694,46.463211,17
7558,'2016/10/07 15:17:11:919',340,332.263763,308.010498,51.261177,327.282593,325.438843,54.500523,361.230988,334.624207,55.703682,408.97876,312.991638,45.594048,435.750916,301.9552,46.469906,17
7559,'2016/10/07 15:17:11:966',340,332.281189,307.896423,51.264179,327.323425,325.321014,54.499249,361.271484,334.48999,55.710419,409.010193,312.996887,45.637928,435.78421,301.89502,46.478619,17
7560,'2016/10/07 15:17:12:036',340,332.315979,307.791809,51.264664,327.34906,325.207397,54.49855,361.450256,334.371063,55.732319,409.12027,312.98764,45.668724,435.892517,301.842468,46.481537,17
7561,'2016/10/07 15:17:12:085',340,332.381409,307.867615,51.254436,327.461548,325.271667,54.495163,361.655457,334.430359,55.755394,409.308441,313.003052,45.630577,436.039734,301.863647,46.474304,17
7562,'2016/10/07 15:17:12:137',340,332.54187,308.033081,51.213703,327.658264,325.466614,54.485607,362.16684,334.622772,55.78302,409.678223,313.171082,45.598408,436.370331,302.020355,46.456059,17
7563,'2016/10/07 15:17:12:203',340,332.639191,308.227753,51.161247,327.712402,325.671814,54.465118,362.466431,334.819946,55.787918,409.954712,313.318665,45.563091,436.580139,302.141052,46.435856,17
7564,'2016/10/07 15:17:12:249',340,332.680298,308.321838,51.138588,327.683411,325.780029,54.486431,362.63324,334.96228,55.811932,410.130707,313.420685,45.531128,436.731384,302.235992,46.410915,17
7565,'2016/10/07 15:17:12:301',340,332.748749,308.459839,51.140934,327.722687,325.762085,54.525848,362.319794,335.009399,55.772717,410.113495,313.432129,45.512997,436.731232,302.276276,46.400311,17
7566,'2016/10/07 15:17:12:365',340,332.722595,308.664185,51.098076,327.530701,325.845703,54.502369,361.901123,335.107941,55.738564,409.865021,313.548065,45.474495,436.555634,302.449829,46.372017,17
7567,'2016/10/07 15:17:12:419',340,332.411438,308.785217,51.066486,327.138397,325.930542,54.471626,361.438782,335.17926,55.748287,409.505219,313.840546,45.58292,436.287903,302.602753,46.374451,17
7568,'2016/10/07 15:17:12:468',340,332.070068,308.792175,51.055023,326.646484,325.906128,54.473473,360.957733,335.194427,55.747673,409.156738,314.018127,45.647652,436.023163,302.760559,46.393673,17
7569,'2016/10/07 15:17:12:517',340,331.496948,308.759705,51.057278,325.973022,325.825806,54.47501,360.250153,335.160095,55.74852,408.548309,314.200623,45.692368,435.502075,302.944946,46.411228,17
7570,'2016/10/07 15:17:12:568',340,330.868469,308.471802,51.020527,325.080933,325.307922,54.489845,359.292969,334.631805,55.81266,408.080292,314.382507,45.761551,435.101105,303.119385,46.447689,17
7571,'2016/10/07 15:17:12:622',340,330.600403,308.324707,50.948727,324.684692,324.993469,54.461491,359.000946,334.235229,55.831932,407.918457,314.575012,45.834641,434.993591,303.237732,46.459526,17
7572,'2016/10/07 15:17:12:692',340,330.659241,308.39032,50.934753,324.467834,324.878113,54.46479,358.980865,334.142822,55.78672,407.680878,314.724792,45.882801,434.823151,303.386719,46.484791,17
7573,'2016/10/07 15:17:12:751',340,330.700043,308.431458,50.944511,324.359314,324.761993,54.48774,358.921875,334.101715,55.758259,407.480255,314.813202,45.831715,434.689941,303.532654,46.491444,17
7574,'2016/10/07 15:17:12:803',340,330.690491,308.465759,50.937885,324.319855,324.667114,54.506035,358.896545,334.095154,55.746677,407.341553,314.929382,45.779957,434.615875,303.709991,46.478085,17
7575,'2016/10/07 15:17:12:852',340,330.785339,308.562836,50.921604,324.414703,324.68866,54.50407,358.982391,334.145111,55.732262,407.336304,315.028809,45.732193,434.630829,303.84787,46.467014,17
7576,'2016/10/07 15:17:12:901',340,330.841797,308.595154,50.842648,324.337463,324.687042,54.43137,358.973724,334.079163,55.709839,407.315338,315.099854,45.735004,434.707306,303.94873,46.476452,17
7577,'2016/10/07 15:17:12:968',340,331.065186,308.652527,50.824749,324.385712,324.624115,54.410545,359.017609,334.084686,55.437889,407.250244,315.106659,45.750076,434.742676,304.003693,46.527306,17
7578,'2016/10/07 15:17:13:019',340,331.297516,308.638092,50.82645,324.750641,324.552643,54.411934,359.33725,334.119507,55.302788,407.340973,315.10968,45.663731,434.91449,304.093201,46.490875,17
7579,'2016/10/07 15:17:13:069',340,331.832886,308.361206,50.807961,325.384155,324.219971,54.401791,359.956024,333.819946,55.234245,407.834656,314.862305,45.598492,435.427551,303.877258,46.455029,17
7580,'2016/10/07 15:17:13:232',341,332.904419,309.198364,50.455265,326.818512,326.435638,54.029507,362.934998,335.809326,54.883606,410.27124,315.886078,45.554977,437.737549,304.53476,46.335812,17
7581,'2016/10/07 15:17:13:286',341,332.430695,308.4245,50.518227,326.228943,325.667419,54.12653,362.471985,334.998901,55.021824,410.126923,315.361328,45.669395,437.526917,303.956848,46.444199,17
7582,'2016/10/07 15:17:13:335',341,333.250336,310.110291,50.396496,327.697723,328.169403,53.878052,364.348328,337.365906,54.601006,411.170074,316.626221,45.509705,438.308441,305.031433,46.270397,17
7583,'2016/10/07 15:17:13:387',341,333.21051,308.96698,50.540878,327.446899,328.105011,53.977188,364.510101,337.278503,54.776398,411.390045,316.718811,45.611935,438.580109,305.08078,46.359169,17
7584,'2016/10/07 15:17:13:437',341,333.302856,307.620728,50.679344,326.377991,325.454041,54.227367,362.88208,335.016266,55.001537,410.169006,315.710327,45.756756,437.91153,304.328308,46.461395,17
7585,'2016/10/07 15:17:13:488',341,334.158447,308.235687,50.660618,326.397766,324.669281,54.178329,362.160095,334.283142,54.984726,409.715942,315.314636,45.733986,437.496338,304.019775,46.435074,17
7586,'2016/10/07 15:17:13:535',341,334.789917,307.313721,50.608299,326.7005,323.026917,54.221199,362.002869,332.902893,55.065334,410.012665,314.864685,45.549797,438.132629,303.877014,46.332428,17
7587,'2016/10/07 15:17:13:587',341,336.35437,307.186707,50.372936,328.358704,322.471619,54.084106,363.642029,332.192078,55.068306,412.335876,314.763916,45.370422,440.082947,303.631134,46.117069,17
7588,'2016/10/07 15:17:13:636',341,337.839508,307.667633,49.941624,329.769562,322.801086,53.702633,365.135132,332.081421,55.02784,414.323486,315.250793,45.130943,441.96756,303.986023,45.864136,17
7589,'2016/10/07 15:17:13:700',341,340.533264,309.255005,49.581741,332.369873,324.314697,53.467201,368.294769,333.36676,55.058811,416.669678,316.927185,45.032028,444.760895,305.60202,45.640129,17
7590,'2016/10/07 15:17:13:753',341,340.604248,309.837036,49.689663,332.247192,324.753296,53.658325,368.376678,334.094238,55.087048,416.424072,317.412537,45.06282,444.621033,306.191711,45.698185,17
7591,'2016/10/07 15:17:13:805',341,340.447571,310.144867,49.816105,332.635498,324.893158,53.842766,368.78006,334.385864,55.081821,416.678009,317.43985,44.985725,444.609802,306.214874,45.749702,17
7592,'2016/10/07 15:17:13:852',341,339.976379,309.914215,49.871338,332.216125,324.645142,53.884792,368.214752,334.157166,55.073063,416.281464,317.239258,45.057304,444.042175,305.971008,45.775719,17
7593,'2016/10/07 15:17:13:904',341,338.055664,308.316376,49.983055,330.020905,322.949554,54.017212,365.777649,332.434631,55.257122,414.723999,316.113251,45.276913,442.346527,304.796204,45.959328,17
7594,'2016/10/07 15:17:13:953',341,336.988037,306.666443,49.930485,328.513977,321.367981,54.005512,364.258606,330.810883,55.30574,413.88382,314.942871,45.363071,441.4487,303.545166,46.00716,17
7595,'2016/10/07 15:17:14:003',341,336.365051,305.96759,49.973415,327.882172,320.806213,54.059013,363.602905,330.351013,55.30117,413.274719,314.508942,45.410095,440.934814,303.176697,46.069553,17
7596,'2016/10/07 15:17:14:052',341,334.772766,305.825562,49.966206,326.156677,320.729797,54.024345,361.73233,330.280121,55.30817,411.544189,314.495117,45.453186,439.367798,303.209351,46.10033,17
7597,'2016/10/07 15:17:17:440',342,330.142975,305.655579,48.549564,317.600342,319.211792,52.485249,347.681213,329.683624,53.257904,393.101501,323.925171,48.377975,431.711182,312.564026,48.466469,17
7598,'2016/10/07 15:17:17:489',342,328.745422,305.99762,48.596767,315.980438,319.418274,52.417633,347.723694,328.285828,51.009201,390.764648,324.139557,48.208721,429.369751,312.887939,48.40522,17
7599,'2016/10/07 15:17:17:555',342,327.752289,306.849792,48.974735,319.321533,318.781921,51.785473,348.813324,327.180664,50.328918,389.851959,324.744995,48.668186,427.414368,313.2146,48.711212,17
7600,'2016/10/07 15:17:17:607',342,326.377991,306.769867,49.016529,318.633362,318.725037,51.731247,348.237274,327.301147,50.479763,389.215393,325.184113,49.028618,426.357849,313.531982,48.933861,17
7601,'2016/10/07 15:17:17:660',342,325.736359,305.980438,48.680222,318.37384,318.370087,51.399494,348.445099,327.266663,50.813553,389.574799,325.173676,49.296337,427.318878,313.31427,49.032639,17
7602,'2016/10/07 15:17:17:705',342,325.535889,305.209137,48.426678,317.594788,318.737366,51.331932,348.662262,327.931183,51.688564,390.702515,325.823425,50.142601,429.062531,313.692322,49.142639,17
7603,'2016/10/07 15:17:17:756',342,325.146149,304.443909,48.485886,317.203827,318.94519,51.485832,349.175537,328.16507,51.658356,391.194855,326.132324,50.308105,430.031342,314.068237,49.332455,17
7604,'2016/10/07 15:17:17:807',342,325.368256,304.072144,48.432884,317.746857,319.214233,51.476574,350.276245,328.390167,51.623322,392.445374,326.357056,50.479568,431.623871,314.237579,49.455929,17
7605,'2016/10/07 15:17:17:860',342,326.340851,302.982971,48.101326,318.498718,318.843689,51.402,351.157654,327.710419,52.634708,395.184784,326.121826,50.515228,435.830292,314.114655,49.558357,17
7606,'2016/10/07 15:17:17:914',342,326.853943,301.784973,47.787155,318.703186,318.137024,51.338631,351.778503,326.674133,53.124947,397.0401,325.382904,50.383141,438.156403,313.369202,49.403423,17
7607,'2016/10/07 15:17:17:972',342,327.423157,300.927917,47.492065,318.911987,318.234863,51.55434,352.228516,326.201294,53.794502,400.780243,324.835632,50.081718,442.080078,312.407776,49.057487,17
7608,'2016/10/07 15:17:18:023',342,327.623688,300.337891,47.436462,319.598633,318.376709,51.671135,352.18219,325.962402,54.078457,402.711426,324.547058,50.043995,444.497711,312.007446,49.000763,17
7609,'2016/10/07 15:17:18:073',342,327.73175,300.065399,47.435413,320.113464,318.469513,51.695118,351.93219,325.916718,54.116982,403.425293,324.473633,50.053299,445.623901,311.919495,49.000763,17
7610,'2016/10/07 15:17:18:122',342,328.160156,300.052368,47.421524,320.389709,318.64325,51.73288,352.145416,326.036987,54.146358,403.363129,324.438354,50.102192,446.681793,312.034058,48.953266,17
