@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27}

@data
2591,'2016/10/07 13:28:10:747',79,314.202362,247.694992,54.028309,283.759644,221.747009,48.19186,298.402039,223.157043,52.41925,343.180725,232.940918,55.95385,399.544159,213.634888,66.142212,10
2592,'2016/10/07 13:28:10:998',79,314.700073,242.390656,54.556557,285.895569,220.076111,49.171658,304.123901,220.403839,53.34919,348.248352,229.650116,56.389332,397.507935,213.826935,64.766953,10
2593,'2016/10/07 13:28:11:249',79,314.890442,240.684784,54.900692,284.8414,217.861359,49.293777,302.930908,217.782288,53.612537,348.536011,227.44519,56.383427,406.240936,204.005829,65.969772,10
2594,'2016/10/07 13:28:11:499',79,317.760956,242.36261,54.331837,291.001526,221.956085,49.063141,309.11615,224.255859,53.136108,351.285767,231.639954,55.876511,398.76062,211.573578,65.3722,10
2595,'2016/10/07 13:28:11:766',79,317.186218,237.692383,54.99704,290.799622,220.474976,49.715332,309.773499,221.168304,53.677921,350.081573,229.48288,56.285477,404.760803,204.925079,65.436607,10
2596,'2016/10/07 13:28:12:016',79,322.638428,239.669434,54.800907,293.811523,220.791595,49.411968,311.912659,222.558289,53.378902,351.815643,230.777527,55.963139,410.246338,202.091278,65.82074,10
2597,'2016/10/07 13:28:14:518',80,206.240234,214.770844,49.330597,217.206787,230.468231,44.952385,220.630539,234.947876,48.423645,256.412231,239.203156,49.756622,281.184509,173.325623,60.520447,10
2598,'2016/10/07 13:28:14:768',80,205.788315,216.639374,49.455734,215.740005,232.135071,45.537109,222.886307,236.084686,48.652573,258.12677,239.94165,50.003838,275.918427,179.325317,60.622433,10
2599,'2016/10/07 13:28:15:020',80,195.532196,213.819763,50.444145,203.549042,220.249786,47.353619,218.260071,224.248718,49.80759,255.74852,229.451538,50.902966,276.187988,179.711304,59.918694,10
2600,'2016/10/07 13:28:15:270',80,197.054581,216.514465,50.28241,204.158936,222.041718,46.777836,219.427872,224.234314,49.321388,257.895447,230.176666,50.388309,276.060852,172.923767,60.650444,10
2601,'2016/10/07 13:28:15:519',80,202.288147,227.454651,47.137344,208.565155,224.995789,45.308094,221.834076,227.544006,48.34713,261.660522,233.244598,49.846523,264.690308,211.912445,58.106373,10
2602,'2016/10/07 13:28:15:769',80,196.223495,208.771393,50.440281,195.83432,211.508606,48.435989,215.938049,215.639679,50.655525,251.659988,217.646149,52.476822,273.035309,174.048431,61.380539,10
2603,'2016/10/07 13:28:16:020',80,199.490067,218.423615,49.897831,205.387161,223.760986,47.296448,222.705399,225.875488,49.854866,261.531799,229.919861,51.040619,273.35553,193.523102,59.919586,10
2604,'2016/10/07 13:28:16:271',80,196.07666,213.507843,51.131851,205.079758,220.776917,48.958912,223.576172,223.547089,51.307034,261.32959,227.379822,52.435375,276.449554,190.075867,60.551392,10
2605,'2016/10/07 13:28:16:523',80,201.905991,225.060699,50.295464,207.870621,231.676819,46.883659,223.75856,234.556885,49.531368,261.427795,240.773041,50.410061,263.958618,209.050629,60.452072,10
2606,'2016/10/07 13:28:16:772',80,193.957001,220.280457,49.985424,203.810226,225.953583,48.182049,223.130371,229.263611,50.442806,261.375854,233.663544,51.671238,267.371338,211.512329,59.412933,10
2607,'2016/10/07 13:28:17:023',80,192.812042,216.055908,50.6581,204.688324,222.649597,47.949677,223.65361,225.807526,50.291561,261.140472,230.532593,51.419189,270.927063,194.175171,61.151211,10
2608,'2016/10/07 13:28:17:270',80,203.674591,227.838379,48.429886,211.757584,230.542114,46.825268,227.589691,232.175049,49.531738,268.474243,238.443146,50.833904,294.647217,231.447235,53.378109,10
2609,'2016/10/07 13:28:17:520',80,209.243057,202.444702,53.182713,213.83075,212.609253,55.50119,235.299438,213.678223,57.534863,267.170227,209.11499,61.606728,302.888153,210.195618,58.771797,10
2610,'2016/10/07 13:28:17:771',80,211.07785,207.895203,51.360863,224.366516,220.28418,52.271366,245.4048,223.455109,54.283428,275.27243,183.901825,62.033562,307.710114,186.450806,58.33622,10
2611,'2016/10/07 13:28:18:022',80,200.061722,205.386505,51.919216,223.192261,209.210724,50.843418,241.454697,215.495392,52.836891,270.557922,187.593109,60.424675,305.311157,195.268555,58.044266,10
2612,'2016/10/07 13:28:18:273',80,223.618301,209.681793,52.619637,220.709381,196.208191,50.53281,235.862747,203.855255,52.684448,266.167175,172.394806,60.531784,299.864014,185.889221,58.611221,10
2613,'2016/10/07 13:28:18:522',80,226.25708,215.652008,53.044518,225.356567,205.541473,50.419594,240.939774,213.658417,52.325134,266.481873,183.334778,60.108463,303.498199,193.279053,58.786926,10
2614,'2016/10/07 13:28:18:772',80,221.663666,218.47403,54.036026,219.655289,212.413818,51.432243,232.468796,221.9216,53.010868,250.814926,186.033417,62.434013,287.129486,200.010925,61.145691,10
2615,'2016/10/07 13:28:19:022',80,223.008408,214.399292,55.110729,233.489563,224.368469,50.43248,247.343384,234.636139,51.10894,251.788269,187.106689,63.476727,288.464661,200.984497,61.926544,10
2616,'2016/10/07 13:28:19:272',80,225.904022,221.476135,53.926571,236.903336,225.751434,48.783524,249.100906,236.100952,49.73251,250.32489,191.727203,61.38718,287.070435,202.790649,60.754292,10
2617,'2016/10/07 13:28:19:524',80,225.946136,220.441803,53.647526,235.714905,224.413483,48.763416,249.003525,234.429657,49.865261,248.944016,188.234619,61.637222,285.698944,200.849854,60.826435,10
2618,'2016/10/07 13:28:22:295',81,452.179443,137.360779,51.56105,484.33075,170.750702,50.810493,493.344574,181.123322,52.613297,551.737793,110.204681,73.456017,558.336365,124.009979,68.954094,10
2619,'2016/10/07 13:28:22:542',81,454.325165,138.959198,51.55748,484.357758,172.395813,51.159054,493.820923,182.673157,52.976959,561.132813,106.534241,73.534706,563.594666,120.865662,68.947723,10
2620,'2016/10/07 13:28:22:792',81,455.286438,146.460297,51.565323,486.525085,185.572021,50.398777,498.199524,197.117065,51.512966,548.505127,126.868256,74.792389,558.313965,141.863129,70.454071,10
2621,'2016/10/07 13:28:23:043',81,462.822906,140.584808,51.24966,491.016876,179.238586,51.094597,501.161102,189.810211,52.50528,568.735107,108.922363,73.184326,575.287048,125.95105,69.100922,10
2622,'2016/10/07 13:28:23:293',81,463.296326,141.257263,51.004162,491.946136,178.329895,50.319618,500.932465,188.887787,51.749641,565.123535,110.163879,73.140045,570.0354,126.805023,68.877457,10
2623,'2016/10/07 13:28:23:546',81,458.02594,140.583954,51.159473,488.579041,179.481354,50.001217,499.309723,190.724487,50.906395,562.128052,109.943298,73.408241,572.991333,130.674652,69.839355,10
2624,'2016/10/07 13:28:23:792',81,458.919678,136.283539,50.486309,487.808472,176.633667,50.232941,494.945618,186.829803,51.634254,566.511658,108.077271,72.746117,578.644226,123.499237,68.543816,10
2625,'2016/10/07 13:28:24:042',81,456.123779,138.040741,50.41116,483.067352,179.016937,49.980068,490.603882,190.015076,50.984596,568.83313,111.301239,73.44001,569.377991,132.126953,69.745209,10
2626,'2016/10/07 13:28:24:293',81,451.890289,140.72403,50.406937,499.399902,187.761627,50.366749,515.142944,195.731506,51.241825,541.692261,92.914001,72.583664,563.837585,119.23877,71.064873,10
2627,'2016/10/07 13:28:24:544',81,459.538452,138.592468,48.882439,499.351227,196.499756,49.249496,510.157043,203.292297,51.118576,540.046509,204.872955,51.678974,546.947876,150.658997,68.933418,10
2628,'2016/10/07 13:28:24:794',81,452.36264,134.840851,49.934437,492.287018,198.051941,52.314835,507.825043,204.663849,53.948406,538.835327,205.77121,53.965538,562.720825,198.097534,56.583179,10
2629,'2016/10/07 13:28:25:044',81,470.247437,136.054626,53.528591,485.931824,175.205322,53.894466,505.275269,182.340942,54.940598,530.052612,183.56369,56.019302,551.923706,158.466339,63.917763,10
2630,'2016/10/07 13:28:25:294',81,450.235535,140.936676,50.092678,483.900238,192.709198,50.022419,501.461456,201.072968,51.141071,528.688354,204.026245,51.828407,538.995789,182.558105,62.70768,10
2631,'2016/10/07 13:28:25:544',81,452.963898,137.78653,49.801105,487.820435,187.715973,50.670155,509.460907,194.667938,51.723221,532.734009,195.60022,53.006092,544.18396,159.902863,65.525276,10
2632,'2016/10/07 13:28:25:793',81,453.229462,135.107178,49.890629,484.029846,182.172638,50.298,500.215881,188.95697,52.046677,527.027771,190.895142,52.930679,548.827332,141.030548,67.381729,10
2633,'2016/10/07 13:28:26:045',81,461.705322,138.318939,47.694893,482.182343,179.931915,53.38126,495.37735,185.067352,55.447453,531.217651,191.822052,55.133453,555.859619,167.759491,61.109566,10
2634,'2016/10/07 13:28:26:293',81,451.02182,134.624512,49.360203,480.791656,174.192413,52.799339,491.077911,179.720978,54.641239,519.739807,182.975861,56.06144,552.24762,148.242004,64.357048,10
2635,'2016/10/07 13:28:26:544',81,451.298584,133.379517,48.515877,477.210449,173.607513,52.31369,486.968231,180.021912,53.804039,512.592407,183.757263,55.706657,537.141113,149.686066,65.184502,10
2636,'2016/10/07 13:28:26:795',81,450.009735,130.596985,48.2686,479.73407,170.359467,52.850018,489.489716,176.402039,54.373711,516.369446,179.190033,56.165028,543.106079,155.348297,62.156536,10
2637,'2016/10/07 13:28:27:044',81,453.035034,130.660431,47.294075,482.72406,167.185486,52.344105,491.349487,172.130768,54.194977,524.346863,175.796173,55.062721,562.258545,131.649994,64.550125,10
2638,'2016/10/07 13:28:27:295',81,461.518402,136.355072,46.878292,479.428833,168.201721,53.656502,494.977539,173.883118,55.49017,535.797852,183.779419,54.759518,557.872803,156.84433,62.208702,10
2639,'2016/10/07 13:28:27:545',81,455.397827,137.562988,45.638054,475.065094,167.846405,53.563175,487.85733,171.692719,55.744907,525.755249,176.67746,55.921993,561.220703,139.327972,62.855133,10
2640,'2016/10/07 13:28:32:049',82,505.899139,192.820923,57.977406,439.561249,193.894836,51.814869,456.165283,196.325531,54.362938,493.514832,199.157043,56.33115,553.870178,164.453156,65.694328,10
2641,'2016/10/07 13:28:32:298',82,502.218018,187.904388,58.010826,438.74649,190.744476,51.00259,455.553925,193.072937,53.519955,490.732941,194.845856,55.693367,554.148193,152.168762,66.491241,10
2642,'2016/10/07 13:28:32:549',82,505.780029,198.97641,57.660686,438.980927,196.454773,51.34531,452.713013,198.407684,54.093868,492.410431,202.121002,56.123711,544.88855,175.169952,65.417839,10
2643,'2016/10/07 13:28:32:799',82,501.69281,194.005219,59.00972,433.92627,190.773743,52.878868,450.966858,193.113861,55.411163,489.839539,195.998444,57.591202,561.986511,160.211853,67.510445,10
2644,'2016/10/07 13:28:33:049',82,487.880981,194.988831,57.684235,432.937683,194.5383,50.42276,449.726624,198.227783,52.906357,486.862579,201.567505,54.92292,551.202454,161.578857,68.019478,10
2645,'2016/10/07 13:28:33:301',82,495.840149,197.884155,57.329422,429.281342,195.005524,51.421936,446.730835,197.882446,53.884987,485.596802,199.574005,56.327496,542.967224,171.481598,65.640228,10
2646,'2016/10/07 13:28:33:551',82,491.079285,193.235199,57.730721,434.109711,197.408722,50.526787,453.765137,200.253784,52.79969,487.945221,200.811127,55.087738,552.715759,154.747986,67.048882,10
2647,'2016/10/07 13:28:33:803',82,479.875488,205.795532,55.372498,422.366058,208.452209,47.943127,435.898499,210.426758,50.758789,471.618713,212.35257,53.078922,525.288635,173.318817,64.912453,10
2648,'2016/10/07 13:28:34:053',82,477.864288,203.339081,55.462891,411.917358,206.213806,49.170288,427.889618,207.314789,51.822609,464.324677,208.501465,54.302582,527.579834,167.550262,63.530357,10
2649,'2016/10/07 13:28:34:304',82,476.128174,199.822571,56.198284,417.229187,204.722443,49.026157,432.667267,206.590088,51.700172,467.81546,208.622162,53.9272,534.284607,159.636475,64.885269,10
2650,'2016/10/07 13:28:37:054',83,316.492615,256.601074,47.401451,321.138977,248.618134,42.392731,333.490723,253.54422,45.174305,362.638611,257.608765,48.156891,413.099731,217.531281,62.186134,10
2651,'2016/10/07 13:28:37:303',83,339.194397,250.823715,49.774384,326.446991,244.947403,42.739265,338.997772,249.376175,45.513512,367.902679,252.867828,48.398117,423.004242,209.224792,62.329079,10
2652,'2016/10/07 13:28:37:554',83,343.622223,250.940155,47.626884,330.659607,245.438751,43.251633,336.940033,246.523026,46.872368,372.593384,251.354065,49.978027,417.577576,225.600281,61.56274,10
2653,'2016/10/07 13:28:37:803',83,357.271545,245.066849,50.327991,318.135895,234.033386,45.170929,331.855103,233.753693,48.525013,369.307648,237.110687,52.308395,428.114868,213.980286,60.955811,10
2654,'2016/10/07 13:28:38:054',83,365.170471,236.056274,51.876507,323.846863,236.415588,44.953064,340.607178,238.868042,47.81958,374.754547,241.670807,50.618271,432.226044,198.099457,62.291489,10
2655,'2016/10/07 13:28:38:304',83,363.536041,238.274323,50.902241,327.684418,242.073761,44.414829,343.551575,245.379395,47.243168,377.534241,247.505844,50.103661,417.251984,217.11377,61.656311,10
2656,'2016/10/07 13:28:38:554',83,365.299683,231.26059,52.021465,326.879089,236.855804,44.737194,344.21817,240.442047,47.395569,375.959625,241.986237,50.030235,429.342102,193.738007,62.227432,10
2657,'2016/10/07 13:28:38:804',83,353.063354,228.862305,48.893585,326.408356,236.884613,44.207718,341.343109,240.048584,46.980438,373.224426,242.061218,49.691254,423.408508,196.391357,62.440266,10
2658,'2016/10/07 13:28:39:056',83,353.33017,227.583679,48.820511,327.428772,235.436829,44.797585,342.738312,238.013245,47.623947,375.886719,240.026825,50.378323,421.432159,200.04541,62.179752,10
2659,'2016/10/07 13:28:39:304',83,353.575897,222.298676,48.495983,326.986755,230.60495,44.739697,342.446838,232.773834,47.558315,375.257385,234.256805,50.327072,426.541656,188.459808,62.084114,10
2660,'2016/10/07 13:28:39:555',83,360.811798,232.623291,49.075706,331.108276,236.721161,44.66291,346.585724,240.237701,47.495556,379.907837,241.420471,50.591583,415.916351,215.758118,61.207462,10
2661,'2016/10/07 13:28:39:805',83,363.243713,226.232178,52.086128,330.757172,233.512329,45.318367,344.777649,234.750671,48.248123,378.333557,236.867584,50.865265,425.77243,192.239349,62.453243,10
2662,'2016/10/07 13:28:40:056',83,361.626984,226.352722,51.925152,328.060822,233.03186,44.609165,343.216064,236.184265,47.403038,376.110779,238.989716,49.907406,420.836884,192.083496,62.659767,10
2663,'2016/10/07 13:28:40:306',83,358.557556,225.708649,52.104679,321.787231,227.356598,45.762379,335.789795,227.116669,48.751095,372.532959,228.782043,51.717968,412.647705,200.726135,60.877121,10
2664,'2016/10/07 13:28:40:556',83,359.244507,222.639496,52.067314,318.733093,218.683624,45.738976,334.170441,221.368774,48.523193,372.751068,223.114502,51.526096,424.769531,184.011353,61.232544,10
2665,'2016/10/07 13:28:40:806',83,362.166412,228.691742,50.650364,325.009949,225.132416,45.145081,338.426971,225.377136,48.235214,378.261353,229.199219,51.619827,419.270966,204.606079,61.364716,10
2666,'2016/10/07 13:28:41:056',83,362.437073,224.431244,51.26778,322.437103,218.923889,45.437805,339.360718,218.068359,48.329514,381.495575,218.633636,51.628086,420.872803,195.931885,60.227028,10
2674,'2016/10/07 13:50:56:567',85,358.097656,321.629242,57.014744,329.296295,239.036896,71.012634,322.298157,309.667877,76.21489,393.192474,348.80365,55.641262,427.926239,348.899689,57.022449,11
2675,'2016/10/07 13:50:56:818',85,356.313019,323.024841,56.973938,327.340973,240.224701,71.060486,319.245819,311.589417,76.048203,390.740387,349.606201,55.723183,425.364502,349.783875,57.160748,11
2676,'2016/10/07 13:50:57:067',85,357.486328,326.665527,56.645432,329.770355,244.493866,70.948578,320.019745,315.756226,75.636345,389.722351,352.823242,55.514236,424.469757,353.485992,56.911259,11
2677,'2016/10/07 13:50:57:317',85,358.805054,331.398285,56.705578,330.261047,250.533035,71.499245,321.594452,321.895203,75.678726,390.30127,356.604492,55.347977,425.078644,357.505188,56.723431,11
2678,'2016/10/07 13:50:57:566',85,361.033722,332.988403,56.977291,330.578979,252.674759,71.998352,322.908661,323.58194,75.938934,392.639465,357.52002,55.538792,427.272644,358.343994,56.975834,11
2679,'2016/10/07 13:50:58:319',86,364.968262,331.358337,56.693214,328.715424,252.777451,71.903389,325.263977,321.514832,75.427162,395.340271,354.183228,55.103611,429.863861,355.14679,56.597874,11
2680,'2016/10/07 13:50:58:569',86,362.565979,330.920715,56.495731,324.388947,252.562576,71.677032,320.769073,321.028564,75.118202,392.750488,353.555664,54.910152,427.136536,354.650208,56.453194,11
2681,'2016/10/07 13:50:58:819',86,362.745331,329.417969,56.565651,323.078339,250.313293,71.40834,319.229553,319.337463,74.998192,393.912201,352.148651,55.07962,428.348083,352.859436,56.61235,11
2682,'2016/10/07 13:50:59:069',86,359.156097,327.46283,56.525902,320.448212,247.67485,71.378723,312.864838,318.278198,74.960159,391.272705,350.706604,55.310368,425.679108,351.083801,56.855236,11
2683,'2016/10/07 13:50:59:319',86,357.907288,329.167175,56.612366,320.646667,248.66301,71.163139,312.550598,319.803711,74.938339,390.369568,352.733246,55.461319,424.916504,352.897217,56.958519,11
2684,'2016/10/07 13:50:59:568',86,359.240479,330.850555,56.211475,324.2547,250.826935,70.869324,314.961243,322.216766,74.606705,391.174377,355.043823,55.08112,425.797852,355.470459,56.549149,11
2685,'2016/10/07 13:50:59:819',86,358.442871,331.657349,55.659447,322.905823,252.460114,70.61721,314.658539,323.007385,74.395531,390.397247,356.155334,54.536602,424.971924,356.793518,56.021053,11
2686,'2016/10/07 13:51:00:070',86,358.900604,333.179016,55.622761,323.374329,254.01387,70.579918,315.393433,324.734741,74.303055,390.660858,357.50824,54.461864,425.38031,358.171753,55.877537,11
2687,'2016/10/07 13:51:00:571',87,357.212677,332.52655,55.49794,319.936615,254.533951,70.563431,312.332825,324.234375,74.14315,389.378326,357.530579,54.315979,424.064941,358.045776,55.731846,11
2688,'2016/10/07 13:51:00:820',87,358.597443,331.008545,55.474617,320.205963,253.373596,70.569214,312.749603,322.880981,74.094666,391.498993,356.608154,54.303177,426.085175,356.947784,55.765373,11
2689,'2016/10/07 13:51:01:320',88,355.891113,325.970703,55.437714,317.143616,247.646301,70.458786,308.990601,317.034424,73.989456,389.144379,351.441559,54.242943,423.6987,351.693604,55.721237,11
2690,'2016/10/07 13:51:01:571',88,354.614502,327.355988,55.248917,316.831116,248.633804,70.180626,307.888123,317.953979,73.665077,387.022339,352.771545,54.080906,421.608398,353.200623,55.542061,11
2691,'2016/10/07 13:51:01:820',88,353.495178,328.907837,55.318485,315.783295,249.510254,70.12706,306.585907,319.371155,73.623528,385.192719,353.971405,54.116203,419.670868,354.540344,55.608471,11
2692,'2016/10/07 13:51:02:071',88,352.38681,330.307861,55.293999,314.762115,251.478271,70.13208,305.539368,320.707825,73.532982,383.352356,355.321533,54.08305,417.840454,356.09314,55.564228,11
2693,'2016/10/07 13:51:02:321',88,353.550293,331.145508,55.089157,315.356201,252.352463,69.858192,305.835693,321.574951,73.248573,384.549805,356.233307,53.969982,418.953491,356.98761,55.478836,11
2694,'2016/10/07 13:51:02:571',88,352.905823,331.883362,55.104488,314.895691,252.889313,69.791214,304.62796,322.086548,73.217194,384.231659,356.896118,53.93861,418.494019,357.601257,55.500004,11
2695,'2016/10/07 13:51:02:820',88,351.704926,330.975586,55.009769,314.009094,252.163071,69.654831,303.977631,321.572327,73.166351,383.442047,356.47876,53.916019,417.868896,356.997925,55.428383,11
2696,'2016/10/07 13:51:05:073',89,463.336395,319.739838,57.039768,444.602264,250.043289,73.606422,448.821716,309.567322,78.829269,489.43515,352.493347,55.347305,525.916565,354.734375,56.364079,11
2697,'2016/10/07 13:51:11:580',90,429.356445,287.543091,61.99839,394.859009,218.92627,76.849686,414.637024,265.36676,83.447411,447.14212,310.379761,60.138687,495.96759,315.043213,60.532433,11
2698,'2016/10/07 13:51:11:829',90,424.824585,286.476929,60.971039,381.802185,231.278137,75.837616,410.622589,272.093994,82.66362,448.505188,322.739136,59.650887,499.20694,323.890808,59.912506,11
2699,'2016/10/07 13:51:12:080',90,423.482605,283.520935,61.014454,381.894012,231.605011,75.913567,409.999481,270.97229,82.690842,447.605774,324.554138,59.786987,499.232544,324.782898,59.948822,11
2700,'2016/10/07 13:51:12:331',90,422.89856,293.971527,61.075539,382.152649,225.96521,76.395638,404.657715,268.161438,82.84082,438.964844,313.851135,58.914783,489.078918,317.922241,59.420574,11
2701,'2016/10/07 13:51:12:581',90,419.172211,290.012207,60.625095,379.844482,228.442596,76.134483,404.294647,269.31366,82.99231,448.489502,316.401459,57.472588,479.963928,322.341217,59.650398,11
2702,'2016/10/07 13:51:12:830',90,417.601532,286.476685,60.246548,373.455627,230.953064,76.090332,403.493591,268.990173,83.695801,439.98053,324.512878,56.964859,465.843079,329.026825,59.937351,11
2703,'2016/10/07 13:51:13:080',90,418.028931,287.865784,61.000427,379.690857,221.509216,76.940048,400.60849,264.213226,83.55748,430.379822,312.649048,57.93396,458.272644,317.178101,60.607834,11
2704,'2016/10/07 13:51:13:330',90,417.191772,289.44516,60.936455,376.95752,218.576843,76.911346,398.827179,262.400696,83.362823,425.831085,306.885773,57.624702,453.88504,312.081696,60.206051,11
2705,'2016/10/07 13:51:14:332',91,216.60054,262.010681,61.44603,147.310165,191.669189,74.156067,163.207169,240.747375,81.603157,269.803894,288.645325,58.474014,279.262695,293.193115,62.194904,11
2706,'2016/10/07 13:51:14:583',91,201.213608,243.995361,64.941353,134.061584,174.937256,77.519226,147.398422,227.71106,84.778603,257.035187,274.410095,62.15062,267.264099,278.64447,65.834641,11
2707,'2016/10/07 13:51:14:831',91,213.749863,247.463104,65.465683,143.078674,180.375,77.92675,159.708023,233.704041,85.08358,263.201782,281.689819,63.543884,293.449036,280.201874,65.867645,11
2708,'2016/10/07 13:51:15:081',91,227.836273,247.07872,65.000702,156.586334,179.828247,77.684532,173.924133,232.733154,84.904694,273.282867,282.813599,63.312668,307.838348,279.785889,65.416176,11
2709,'2016/10/07 13:51:15:332',91,231.071579,246.368683,64.577377,161.799927,179.451996,77.38842,176.955933,231.301117,84.4897,276.005768,281.976105,62.745163,307.784546,280.925323,65.051392,11
2723,'2016/10/07 13:51:24:856',93,247.179962,342.086426,53.204323,160.404709,282.05127,66.043991,187.662628,339.776489,69.982033,302.524109,364.030945,50.152637,331.727753,365.632599,52.485344,11
2724,'2016/10/07 13:51:25:106',93,248.200668,343.427124,52.777164,161.670929,282.750183,66.091621,187.52475,339.899506,69.742599,301.843628,363.527924,49.82402,330.759064,365.65451,52.163616,11
2725,'2016/10/07 13:51:25:357',93,247.59581,341.931885,52.866428,160.527939,282.958771,66.008514,188.276367,338.641785,69.835403,301.104218,362.955261,50.004948,331.478607,364.518066,52.201317,11
2726,'2016/10/07 13:51:25:627',93,248.062897,342.274109,52.634262,159.157349,282.715515,65.915451,186.968521,338.254578,69.864258,302.356934,362.233948,49.796677,331.593658,364.07132,52.087799,11
2727,'2016/10/07 13:51:25:877',93,249.095535,340.126221,52.354721,160.706238,280.469971,65.605072,187.626953,335.729523,69.716797,304.283417,360.46048,49.513702,333.200256,362.482819,51.852455,11
2728,'2016/10/07 13:51:26:126',93,248.316833,338.540405,52.03772,161.193848,278.880249,65.499908,187.759857,333.450073,69.70047,302.925415,359.022705,49.203194,332.102722,361.178589,51.513435,11
2729,'2016/10/07 13:51:26:374',93,246.74942,337.802246,52.640865,159.80864,278.559601,65.6651,187.836624,333.44458,69.913376,301.985687,359.428284,49.632389,331.412354,361.17746,51.907806,11
2730,'2016/10/07 13:51:26:627',93,247.119003,339.685913,52.563923,160.631866,281.127563,65.588051,189.128296,334.489624,69.681625,303.254639,359.909668,49.487679,332.609283,361.843079,51.76165,11
2731,'2016/10/07 13:52:23:406',94,405.313965,238.289917,59.684116,343.599243,205.24234,54.103714,369.428345,208.56601,57.717319,409.894226,194.985748,69.860146,469.495056,217.519287,69.204544,10
2732,'2016/10/07 13:52:23:673',94,406.663422,237.755005,60.003059,341.555634,203.1026,54.234779,369.302307,202.742218,57.812981,408.708893,193.980011,69.988487,468.428833,216.943848,69.31263,10
2733,'2016/10/07 13:52:23:922',94,407.796326,234.657227,60.115803,343.08017,199.528198,54.221428,371.937531,199.059082,57.900311,411.123077,191.404083,70.119736,470.311401,215.391754,69.494568,10
2734,'2016/10/07 13:52:24:172',94,408.75882,236.953003,59.874165,344.080261,201.991913,54.218956,372.732544,202.865417,57.922779,403.021484,201.22879,69.920692,464.420776,221.875824,69.144783,10
2735,'2016/10/07 13:52:24:422',94,415.143646,232.956177,60.40313,347.103912,198.053406,54.879639,376.412567,196.535492,58.256554,404.478516,199.59082,69.911644,476.27121,212.586761,69.133789,10
2736,'2016/10/07 13:52:24:677',94,402.368652,240.963684,58.353981,350.50882,206.071625,53.740368,377.877838,205.39801,57.125359,395.434143,222.303772,68.018021,467.603668,228.772003,67.459969,10
2737,'2016/10/07 13:52:24:924',94,396.336823,235.431122,58.246967,346.066895,198.772614,54.155239,370.55838,197.079346,57.504356,398.372742,202.379395,69.469269,477.06366,212.021423,68.858444,10
2738,'2016/10/07 13:52:25:178',94,392.790955,234.747253,57.886494,346.12677,196.773102,53.752926,366.522003,194.710083,56.950794,399.503296,199.60849,69.443863,469.323914,213.834747,68.692856,10
2739,'2016/10/07 13:52:25:423',94,392.186493,238.659271,57.973835,344.839447,195.861755,53.831749,363.162109,193.512665,56.824017,403.547699,196.281708,70.123947,472.217468,210.408234,69.101112,10
2740,'2016/10/07 13:52:25:674',94,391.91095,239.991516,58.02755,347.327209,197.648102,53.989788,365.901398,194.783569,56.966656,404.752441,199.824921,70.012672,476.073456,212.255585,68.889999,10
2741,'2016/10/07 13:52:25:923',94,389.406311,243.944183,57.795139,347.028595,199.192322,54.040657,364.718964,196.604645,56.881424,405.796082,198.986664,70.560654,468.943298,215.380859,69.295044,10
2742,'2016/10/07 13:52:26:174',94,392.279938,243.271698,58.184547,347.807373,199.243469,54.088333,366.291504,196.453583,56.894955,409.208099,197.282623,70.386528,475.946106,211.105408,69.048653,10
2743,'2016/10/07 13:52:26:424',94,391.011993,245.860245,57.76395,348.886566,201.919678,53.892712,367.526367,200.22345,56.787159,405.192902,201.516205,70.246353,469.410736,217.506073,69.080002,10
2744,'2016/10/07 13:52:26:674',94,390.025482,240.329803,58.078602,347.223053,198.502991,53.82045,367.032593,195.98587,56.763885,409.660614,193.046295,70.00666,475.259521,207.861511,68.815071,10
2745,'2016/10/07 13:52:26:926',94,389.128021,239.553253,57.912006,348.049286,198.076538,53.754066,367.444397,196.569763,56.781307,409.260895,193.097137,69.978706,468.467896,213.293213,68.973824,10
2746,'2016/10/07 13:52:27:176',94,391.983673,239.367706,57.882992,347.304047,198.079987,53.678192,367.055786,196.270996,56.540146,405.523987,195.626343,69.926529,471.759979,209.693695,68.842926,10
2747,'2016/10/07 13:52:27:425',94,390.79129,240.043396,57.742329,346.267487,195.981903,53.331932,364.165619,193.645691,56.321831,407.9534,194.278625,69.981865,472.388062,208.518951,68.788773,10
2748,'2016/10/07 13:52:27:677',94,387.92334,241.634644,57.650963,345.330261,196.715637,53.178875,362.389496,194.75354,56.224953,407.885437,193.207916,69.914413,470.11731,210.518494,68.911888,10
2773,'2016/10/07 13:52:41:705',96,307.491333,295.488007,52.013649,269.001099,289.396606,48.373276,278.412323,293.233093,51.634235,319.869263,298.237305,52.389175,380.308472,253.316696,64.796638,10
